Date,EmpID,Engagement,Satisfaction,WorkLifeBalance,InEmployment
2022-12-03,2461,3,2,4,Yes
2023-05-09,2462,4,1,2,No
2022-12-04,2463,3,5,5,Yes
2023-02-18,2464,2,3,2,Yes
2023-01-06,2465,3,3,1,No
2022-09-14,2466,2,4,1,Yes
2022-08-14,2467,1,1,4,Yes
2023-03-23,2468,5,4,3,Yes
2023-04-13,2469,2,1,5,Yes
2022-10-21,2470,5,5,2,Yes
2023-01-23,2471,5,5,3,Yes
2023-06-22,2472,5,2,3,No
2022-09-16,2473,4,4,3,No
2023-06-12,2474,4,5,2,No
2023-05-18,2475,1,4,1,No
2023-03-18,2476,3,5,5,Yes
2023-01-09,2477,4,4,3,Yes
2023-01-30,2478,4,4,1,Yes
2022-10-31,2479,2,1,2,No
2023-02-12,2480,3,2,3,Yes
2022-08-07,2481,2,5,1,Yes
2023-01-19,2482,4,2,5,No
2023-03-08,2483,5,1,3,Yes
2023-06-01,2484,1,2,2,Yes
2023-05-14,2485,3,5,5,No
2022-12-31,2486,1,1,5,Yes
2023-05-06,2487,1,1,4,Yes
2023-01-10,2488,2,4,5,No
2022-09-22,2489,1,3,2,Yes
2023-01-25,2490,2,2,4,Yes
2023-02-23,2491,4,5,2,Yes
2023-01-02,2492,3,2,5,Yes
2023-01-23,2493,1,3,1,Yes
2022-11-06,2494,1,1,1,Yes
2023-01-10,2495,5,1,2,Yes
2022-12-15,2496,2,3,3,Yes
2022-10-27,2497,5,2,5,No
2023-07-05,2498,5,3,5,No
2023-05-01,2499,5,5,3,Yes
2023-07-01,2500,1,3,5,Yes
2023-01-21,2501,1,5,3,Yes
2023-07-21,2502,3,3,5,Yes
2022-12-06,2503,1,1,1,No
2022-10-22,2504,1,5,3,No
2022-10-30,2505,3,2,3,Yes
2022-09-04,2506,3,3,2,Yes
2023-07-31,2507,2,3,4,No
2023-07-01,2508,1,4,1,Yes
2023-03-10,2509,1,2,3,No
2022-09-10,2510,2,2,2,Yes
2023-06-24,2511,4,3,1,No
2022-09-02,2512,1,4,2,No
2023-03-28,2513,5,2,4,No
2023-06-10,2514,5,2,2,Yes
2023-03-28,2515,1,1,1,Yes
2023-05-15,2516,5,1,5,Yes
2023-07-05,2517,5,5,1,No
2022-12-28,2518,4,2,1,No
2022-09-03,2519,3,5,5,Yes
2023-02-06,2520,2,1,1,Yes
2023-06-07,2521,4,4,4,Yes
2022-08-13,2522,3,3,2,No
2023-02-17,2523,1,1,3,Yes
2023-07-10,2524,3,3,4,Yes
2023-07-23,2525,2,5,1,No
2022-10-22,2526,1,1,1,Yes
2022-10-28,2527,3,4,5,Yes
2023-07-10,2528,2,4,2,No
2022-12-08,2529,4,5,1,Yes
2023-07-18,2530,4,1,1,No
2022-08-28,2531,2,5,4,No
2023-03-26,2532,1,1,4,Yes
2022-08-20,2533,1,1,3,Yes
2022-10-15,2534,2,2,5,No
2022-08-06,2535,2,5,2,Yes
2022-12-16,2536,2,1,2,No
2023-07-26,2537,4,5,4,No
2022-10-02,2538,5,4,5,Yes
2022-12-08,2539,4,2,3,Yes
2023-04-16,2540,3,4,4,No
2023-07-22,2541,3,4,3,Yes
2022-09-21,2542,2,1,3,No
2023-07-06,2543,3,4,3,No
2023-07-07,2544,2,3,2,Yes
2023-02-12,2545,3,2,3,Yes
2022-11-06,2546,4,4,5,No
2023-05-26,2547,2,5,1,Yes
2022-08-07,2548,2,5,3,No
2023-01-18,2549,4,3,5,Yes
2023-01-01,2550,3,1,1,No
2022-09-03,2551,4,2,2,No
2022-10-19,2552,3,2,3,No
2022-10-16,2553,2,2,2,Yes
2022-12-29,2554,5,1,4,Yes
2023-05-14,2555,5,1,4,No
2023-02-01,2556,4,1,3,No
2022-09-04,2557,1,3,1,Yes
2022-12-15,2558,2,4,5,No
2023-07-10,2559,3,5,3,Yes
2022-10-19,2560,5,1,5,No
2023-04-15,2561,3,5,4,Yes
2023-04-17,2562,1,4,3,No
2022-09-24,2563,2,2,4,Yes
2022-12-11,2564,1,4,4,No
2022-08-17,2565,2,5,4,Yes
2023-05-19,2566,3,2,2,Yes
2022-08-17,2567,4,3,5,No
2023-06-22,2568,3,5,2,Yes
2023-05-28,2569,3,4,3,No
2023-04-15,2570,3,3,1,Yes
2023-06-19,2571,3,3,5,No
2022-10-19,2572,1,1,2,Yes
2023-04-24,2573,1,4,3,No
2023-03-20,2574,3,1,4,No
2023-05-26,2575,4,3,4,No
2022-11-19,2576,2,4,1,No
2022-09-18,2577,5,2,4,No
2023-06-17,2578,4,5,3,Yes
2023-08-05,2579,3,4,4,Yes
2022-10-28,2580,1,2,4,No
2023-02-20,2581,2,3,4,Yes
2022-09-20,2582,3,2,5,Yes
2023-05-20,2583,5,5,3,Yes
2023-07-20,2584,4,4,5,Yes
2023-05-03,2585,5,1,4,Yes
2022-11-04,2586,2,4,2,Yes
2022-11-24,2587,4,4,4,No
2022-12-12,2588,5,1,5,Yes
2022-11-25,2589,2,5,1,Yes
2022-08-28,2590,1,1,4,No
2023-07-28,2591,4,5,5,Yes
2023-06-27,2592,5,1,2,Yes
2023-04-04,2593,3,1,2,No
2022-12-04,2594,1,5,3,No
2022-12-18,2595,3,5,4,Yes
2023-06-06,2596,4,1,2,No
2023-05-08,2597,4,5,4,Yes
2023-05-21,2598,5,3,2,Yes
2023-03-31,2599,1,4,2,Yes
2022-09-28,2600,5,2,4,Yes
2022-10-06,2601,3,5,5,No
2023-02-10,2602,5,5,2,No
2022-12-04,2603,4,1,4,No
2023-01-23,2604,1,1,2,No
2023-02-25,2605,3,4,3,Yes
2022-12-23,2606,1,5,1,Yes
2023-02-26,2607,3,1,2,Yes
2022-08-07,2608,1,4,5,Yes
2023-04-29,2609,3,3,4,No
2022-11-04,2610,5,1,2,Yes
2023-06-25,2611,5,3,1,No
2023-03-26,2612,2,2,5,No
2023-03-04,2613,2,1,2,Yes
2022-11-19,2614,5,1,1,Yes
2022-12-05,2615,5,1,3,Yes
2022-09-12,2616,3,1,3,No
2022-12-23,2617,4,4,2,Yes
2023-08-01,2618,5,3,3,Yes
2023-03-21,2619,1,2,1,No
2023-02-04,2620,4,3,4,Yes
2023-01-02,2621,3,5,4,Yes
2022-10-06,2622,3,5,1,Yes
2022-11-10,2623,2,5,3,No
2023-01-24,2624,1,4,3,No
2022-10-11,2625,5,5,3,No
2022-10-23,2626,1,4,2,No
2022-08-15,2627,5,3,3,No
2022-12-06,2628,5,4,2,Yes
2022-10-24,2629,1,5,4,No
2022-09-04,2630,1,5,4,Yes
2023-01-08,2631,5,1,4,Yes
2023-07-07,2632,1,4,2,Yes
2023-07-01,2633,5,2,3,Yes
2022-12-12,2634,3,5,3,No
2023-06-21,2635,3,1,3,No
2022-12-20,2636,5,3,3,No
2023-06-27,2637,2,2,2,Yes
2023-04-28,2638,1,2,2,No
2023-01-31,2639,1,3,3,Yes
2023-07-17,2640,1,5,2,No
2022-11-25,2641,2,3,5,No
2022-12-09,2642,2,3,1,Yes
2023-05-01,2643,4,3,5,No
2022-11-22,2644,4,1,2,No
2022-10-25,2645,4,3,5,Yes
2022-12-14,2646,4,2,2,Yes
2022-08-23,2647,5,5,3,Yes
2023-04-22,2648,4,2,1,Yes
2022-12-26,2649,4,4,1,Yes
2023-03-24,2650,1,1,1,Yes
2023-05-31,2651,1,3,2,Yes
2022-11-11,2652,1,4,2,No
2023-02-23,2653,4,5,3,No
2023-03-07,2654,4,1,3,No
2022-08-29,2655,2,5,5,Yes
2023-03-15,2656,5,4,3,No
2023-03-04,2657,4,3,3,No
2022-10-22,2658,3,1,1,No
2023-05-22,2659,5,3,2,Yes
2022-08-23,2660,5,1,1,Yes
2023-02-25,2661,3,3,2,Yes
2023-07-08,2662,4,1,1,Yes
2022-08-07,2663,3,4,1,No
2023-06-13,2664,5,2,2,Yes
2022-10-05,2665,1,5,5,Yes
2023-05-24,2666,5,5,3,No
2022-12-28,2667,3,2,3,No
2023-04-28,2668,4,4,1,No
2023-04-27,2669,4,2,1,Yes
2023-06-26,2670,4,2,1,Yes
2023-02-12,2671,1,2,5,Yes
2023-06-04,2672,5,2,2,No
2022-10-13,2673,5,1,1,Yes
2022-11-06,2674,1,1,4,Yes
2023-01-30,2675,2,4,4,No
2022-10-16,2676,4,3,4,No
2022-11-29,2677,2,1,5,No
2023-07-18,2678,5,3,3,Yes
2023-02-02,2679,4,4,1,Yes
2022-08-31,2680,1,4,4,No
2023-07-22,2681,3,3,3,No
2022-11-02,2682,1,2,2,Yes
2022-12-23,2683,3,4,2,Yes
2022-09-14,2684,3,4,2,Yes
2023-07-09,2685,3,1,1,No
2023-01-23,2686,5,3,4,Yes
2023-02-20,2687,4,5,5,Yes
2022-11-21,2688,2,3,3,Yes
2022-10-06,2689,2,1,1,Yes
2022-10-29,2690,1,3,2,No
2022-12-21,2691,4,1,1,Yes
2023-05-04,2692,4,5,2,No
2022-11-06,2693,2,5,2,Yes
2022-12-29,2694,3,4,4,No
2022-12-04,2695,5,2,3,No
2023-05-13,2696,3,1,3,No
2023-05-30,2697,1,5,3,Yes
2023-05-24,2698,5,4,5,Yes
2022-12-07,2699,1,1,5,No
2023-01-17,2700,3,5,1,Yes
2023-07-20,2701,5,5,3,Yes
2023-04-12,2702,5,1,2,Yes
2023-05-27,2703,1,5,4,Yes
2022-09-14,2704,2,4,4,No
2023-07-08,2705,3,2,2,Yes
2022-12-18,2706,3,2,5,No
2023-01-28,2707,1,2,1,Yes
2023-01-15,2708,1,3,5,No
2022-08-28,2709,1,2,2,Yes
2022-08-12,2710,4,2,3,Yes
2023-02-07,2711,4,2,5,Yes
2023-06-24,2712,3,2,5,Yes
2022-12-22,2713,5,2,4,Yes
2022-10-20,2714,3,1,3,No
2023-01-11,2715,3,5,1,No
2022-09-28,2716,3,2,2,No
2023-07-25,2717,1,1,2,Yes
2023-06-01,2718,3,5,5,Yes
2022-11-09,2719,5,5,5,Yes
2022-12-12,2720,3,3,2,No
2023-03-26,2721,1,4,3,Yes
2022-12-18,2722,3,4,2,Yes
2023-01-31,2723,3,1,5,No
2023-01-01,2724,5,3,4,Yes
2023-01-30,2725,4,1,5,Yes
2023-07-29,2726,2,4,2,No
2023-06-17,2727,1,3,3,No
2022-12-03,2728,3,2,1,Yes
2023-02-24,2729,3,5,1,Yes
2022-09-16,2730,2,3,4,Yes
2023-04-26,2731,2,3,2,Yes
2022-11-04,2732,1,5,3,Yes
2023-04-03,2733,3,4,1,Yes
2023-05-14,2734,2,2,3,Yes
2023-06-02,2735,5,1,2,Yes
2022-11-26,2736,4,2,2,Yes
2022-09-20,2737,5,5,3,No
2023-03-16,2738,4,3,1,No
2023-06-26,2739,1,2,5,No
2023-06-06,2740,2,5,1,Yes
2022-10-09,2741,4,3,1,No
2022-11-25,2742,5,3,4,Yes
2022-08-31,2743,3,2,5,No
2023-06-25,2744,2,4,2,Yes
2023-01-13,2745,1,2,2,Yes
2023-07-13,2746,4,4,5,No
2023-05-13,2747,3,1,5,No
2023-08-04,2748,5,2,5,Yes
2023-06-24,2749,5,3,4,No
2023-07-11,2750,3,4,4,Yes
2022-12-27,2751,3,1,2,No
2023-05-07,2752,3,5,1,Yes
2023-05-05,2753,3,1,4,Yes
2023-02-14,2754,1,5,1,Yes
2022-12-15,2755,5,5,4,Yes
2022-10-30,2756,1,3,1,Yes
2023-04-30,2757,3,4,2,No
2023-02-15,2758,1,3,1,Yes
2022-11-06,2759,3,1,3,Yes
2022-09-26,2760,2,1,4,No
2023-02-15,2761,1,4,3,No
2023-01-08,2762,3,1,2,No
2022-08-05,2763,4,2,4,Yes
2022-10-22,2764,2,4,3,No
2023-01-05,2765,3,1,3,Yes
2022-09-22,2766,3,5,5,No
2022-12-14,2767,3,3,4,Yes
2022-08-20,2768,2,1,5,Yes
2022-08-07,2769,3,1,3,Yes
2023-02-25,2770,1,2,3,Yes
2023-01-28,2771,2,4,2,No
2023-04-25,2772,2,4,5,Yes
2023-05-29,2773,2,5,4,Yes
2023-05-28,2774,1,5,3,Yes
2023-08-04,2775,1,4,3,Yes
2022-12-26,2776,5,3,5,Yes
2023-08-02,2777,5,1,3,No
2023-02-19,2778,1,1,4,Yes
2022-08-28,2779,4,1,1,No
2022-08-29,2780,3,5,2,Yes
2023-02-12,2781,1,2,2,No
2022-10-07,2782,3,5,3,Yes
2023-01-06,2783,3,1,1,No
2023-01-09,2784,4,3,4,Yes
2022-08-15,2785,3,1,5,Yes
2022-12-07,2786,4,3,1,Yes
2023-04-10,2787,4,2,5,Yes
2023-05-29,2788,4,1,3,No
2022-12-03,2789,1,2,2,No
2023-01-03,2790,1,5,2,No
2023-01-19,2791,1,3,1,Yes
2022-09-09,2792,3,4,4,No
2023-03-27,2793,2,5,3,Yes
2022-09-03,2794,5,4,4,Yes
2023-06-06,2795,5,1,1,No
2023-08-05,2796,2,4,2,No
2022-08-05,2797,2,1,2,Yes
2023-05-29,2798,3,4,2,Yes
2023-02-01,2799,2,1,1,No
2023-06-20,2800,1,2,2,Yes
2022-09-20,2801,1,3,4,Yes
2023-07-01,2802,2,3,5,Yes
2022-11-04,2803,4,4,5,Yes
2022-12-05,2804,5,4,2,Yes
2023-05-19,2805,5,3,2,Yes
2023-04-14,2806,1,3,1,Yes
2023-01-13,2807,3,2,4,No
2023-03-13,2808,5,2,4,Yes
2023-02-13,2809,1,1,5,Yes
2023-07-13,2810,2,5,5,No
2023-04-13,2811,3,4,3,No
2022-08-14,2812,3,2,5,Yes
2022-08-28,2813,4,4,2,Yes
2023-07-13,2814,4,1,1,Yes
2022-09-22,2815,2,5,3,No
2023-07-13,2816,4,2,4,Yes
2022-08-12,2817,4,1,5,No
2023-06-21,2818,4,3,3,No
2022-12-31,2819,2,3,4,No
2022-10-16,2820,2,1,5,Yes
2023-04-12,2821,2,5,5,No
2023-05-24,2822,2,3,3,Yes
2023-01-23,2823,5,2,1,No
2022-09-09,2824,1,4,1,Yes
2023-02-22,2825,5,4,4,Yes
2023-06-29,2826,4,3,4,No
2022-08-30,2827,4,4,5,Yes
2023-02-26,2828,5,5,3,Yes
2023-02-07,2829,2,5,3,Yes
2022-12-09,2830,1,2,2,Yes
2023-07-13,2831,5,1,4,Yes
2022-11-14,2832,4,5,5,Yes
2022-09-02,2833,2,5,2,Yes
2023-04-30,2834,5,3,3,No
2023-03-30,2835,4,5,3,No
2022-08-13,2836,5,4,1,Yes
2022-08-08,2837,4,1,4,Yes
2023-07-03,2838,4,4,2,No
2022-10-23,2839,1,4,5,No
2023-05-07,2840,3,2,3,Yes
2022-10-10,2841,2,2,2,Yes
2022-11-10,2842,2,1,5,Yes
2022-10-03,2843,5,1,4,Yes
2023-07-14,2844,2,5,2,Yes
2022-11-14,2845,3,4,2,Yes
2023-04-05,2846,1,1,4,No
2022-12-01,2847,1,2,2,No
2022-08-11,2848,2,1,1,Yes
2023-02-09,2849,5,1,1,Yes
2023-03-31,2850,4,1,4,No
2022-10-16,2851,4,3,3,Yes
2023-02-02,2852,2,1,2,Yes
2023-07-31,2853,5,1,1,No
2023-03-05,2854,1,3,4,Yes
2023-03-27,2855,3,5,5,Yes
2023-01-23,2856,4,5,2,Yes
2022-12-24,2857,5,2,5,No
2023-07-12,2858,1,2,5,No
2022-08-19,2859,1,3,3,Yes
2023-01-31,2860,2,1,4,No
2023-07-21,2861,2,4,5,Yes
2023-03-10,2862,1,2,3,No
2023-03-13,2863,2,2,1,Yes
2022-11-16,2864,1,3,4,Yes
2022-10-23,2865,2,2,3,No
2023-07-09,2866,3,3,2,Yes
2023-03-07,2867,3,1,3,Yes
2023-02-13,2868,3,4,1,Yes
2023-03-24,2869,2,5,4,Yes
2022-11-28,2870,5,3,2,No
2023-05-31,2871,2,5,2,No
2023-06-08,2872,3,5,1,No
2022-12-15,2873,4,2,3,Yes
2023-03-14,2874,3,5,1,Yes
2023-06-12,2875,3,5,4,No
2022-12-21,2876,3,3,2,No
2023-03-02,2877,2,4,1,No
2022-12-09,2878,2,3,3,No
2023-01-07,2879,1,5,2,Yes
2023-01-13,2880,1,1,2,No
2022-10-20,2881,5,4,1,No
2023-01-10,2882,3,2,5,No
2023-06-14,2883,4,3,4,Yes
2022-08-08,2884,3,2,4,Yes
2023-01-20,2885,1,5,5,No
2023-02-17,2886,5,5,1,Yes
2023-06-24,2887,5,1,1,No
2023-06-01,2888,5,2,5,No
2023-06-10,2889,2,2,1,Yes
2023-01-17,2890,3,5,5,Yes
2023-05-27,2891,5,2,3,No
2023-02-05,2892,2,1,5,No
2022-10-14,2893,3,1,1,Yes
2023-01-20,2894,1,4,4,Yes
2023-05-31,2895,1,2,5,Yes
2023-07-01,2896,5,4,1,Yes
2023-04-04,2897,3,5,2,Yes
2022-11-20,2898,1,4,3,Yes
2022-10-24,2899,1,5,3,No
2022-10-29,2900,1,4,1,Yes
2023-05-20,2901,1,4,5,No
2022-10-23,2902,5,4,3,Yes
2022-08-09,2903,3,3,5,No
2022-08-27,2904,4,2,4,No
2022-09-10,2905,2,5,1,No
2023-07-15,2906,2,5,4,Yes
2023-03-15,2907,1,4,5,Yes
2023-05-14,2908,4,2,5,Yes
2023-02-13,2909,2,4,4,Yes
2023-05-05,2910,5,1,3,Yes
2022-10-27,2911,5,2,2,Yes
2023-07-07,2912,3,5,3,Yes
2023-05-05,2913,4,1,2,Yes
2023-05-29,2914,5,3,3,Yes
2023-04-29,2915,3,4,2,Yes
2023-02-20,2916,4,4,2,No
2023-01-17,2917,1,4,5,Yes
2022-12-11,2918,4,3,1,No
2023-06-11,2919,5,1,2,Yes
2023-02-04,2920,2,4,4,Yes
2023-03-15,2921,5,2,3,No
2023-04-29,2922,4,2,5,Yes
2023-05-06,2923,5,1,2,No
2023-05-16,2924,5,4,4,Yes
2023-07-30,2925,1,3,1,No
2022-09-10,2926,1,1,1,No
2023-07-31,2927,4,2,2,No
2022-08-28,2928,5,4,1,Yes
2023-01-28,2929,1,3,4,No
2023-06-19,2930,1,4,2,Yes
2022-09-20,2931,5,4,4,No
2023-04-28,2932,4,4,3,Yes
2023-05-02,2933,3,1,4,Yes
2022-11-16,2934,4,3,1,No
2023-02-14,2935,5,1,1,Yes
2022-09-18,2936,4,3,1,No
2022-12-09,2937,1,4,4,Yes
2023-01-30,2938,2,5,1,Yes
2023-04-13,2939,4,3,3,No
2023-04-18,2940,5,1,3,Yes
2022-12-14,2941,5,2,5,Yes
2022-10-17,2942,3,3,4,No
2022-10-18,2943,4,1,5,Yes
2023-05-21,2944,2,4,1,Yes
2022-09-21,2945,4,2,1,No
2023-01-20,2946,4,5,3,Yes
2023-02-11,2947,3,4,2,Yes
2022-10-04,2948,2,4,5,Yes
2023-02-02,2949,2,2,2,Yes
2022-08-21,2950,3,3,5,No
2023-05-31,2951,3,1,3,Yes
2023-04-01,2952,5,3,2,Yes
2023-06-01,2953,2,3,4,Yes
2023-07-24,2954,5,2,1,No
2023-06-12,2955,5,2,3,No
2023-02-06,2956,5,4,1,Yes
2023-02-21,2957,1,3,4,Yes
2023-05-16,2958,1,2,4,Yes
2023-07-05,2959,1,5,2,No
2022-09-23,2960,2,4,3,Yes
2023-02-12,2961,2,2,4,Yes
2022-12-19,2962,1,2,3,Yes
2022-10-02,2963,1,3,2,Yes
2022-12-15,2964,4,1,3,Yes
2023-07-13,2965,4,4,5,No
2023-03-06,2966,5,2,5,Yes
2022-08-11,2967,2,3,1,No
2023-05-23,2968,1,5,4,Yes
2022-11-21,2969,4,5,5,No
2022-10-23,2970,5,5,5,No
2022-10-14,2971,3,5,4,No
2022-11-24,2972,3,4,3,No
2022-12-09,2973,1,3,3,Yes
2022-11-26,2974,4,5,4,Yes
2022-12-29,2975,2,3,4,No
2022-09-02,2976,4,3,1,No
2023-03-21,2977,2,4,3,Yes
2022-08-29,2978,5,2,4,Yes
2023-01-08,2979,4,5,4,Yes
2023-02-06,2980,1,3,5,Yes
2022-09-21,2981,5,3,2,Yes
2022-09-13,2982,5,4,3,Yes
2023-07-01,2983,4,5,4,Yes
2022-12-09,2984,4,1,1,No
2023-07-14,2985,3,5,2,No
2023-07-12,2986,4,5,3,Yes
2023-07-06,2987,4,3,3,Yes
2023-07-15,2988,4,4,4,No
2023-06-18,2989,2,3,3,Yes
2023-05-21,2990,2,2,3,Yes
2022-08-23,2991,5,5,3,Yes
2022-12-07,2992,1,4,2,Yes
2022-12-14,2993,5,5,1,No
2022-12-16,2994,5,5,3,Yes
2023-01-19,2995,1,5,2,No
2022-08-27,2996,3,2,2,No
2022-11-30,2997,1,2,5,Yes
2023-02-04,2998,4,3,3,No
2023-01-24,2999,2,1,4,No
2023-07-17,3000,2,2,5,Yes
2023-04-13,3001,5,4,3,No
2022-09-10,3002,3,3,3,Yes
2023-01-17,3003,4,3,5,Yes
2022-10-21,3004,4,3,4,No
2023-01-18,3005,4,5,1,Yes
2023-02-28,3006,3,5,2,Yes
2023-05-15,3007,2,5,3,No
2023-04-09,3008,2,1,4,No
2022-10-27,3009,1,2,4,No
2022-11-19,3010,1,5,5,No
2022-12-07,3011,4,4,3,No
2023-01-22,3012,3,5,1,No
2023-07-13,3013,5,2,4,Yes
2023-03-19,3014,3,4,2,No
2022-12-04,3015,5,5,5,Yes
2022-11-29,3016,3,1,2,Yes
2022-09-28,3017,3,5,3,No
2022-09-13,3018,1,1,4,Yes
2022-09-11,3019,3,4,2,Yes
2023-07-28,3020,2,5,1,Yes
2022-10-19,3021,5,3,4,Yes
2023-02-05,3022,2,2,3,No
2022-09-19,3023,3,5,3,No
2023-03-05,3024,4,5,5,Yes
2023-01-25,3025,3,4,5,Yes
2022-10-17,3026,3,2,4,Yes
2023-02-17,3027,3,2,4,No
2023-04-01,3028,5,4,1,No
2023-02-08,3029,1,1,3,No
2022-12-05,3030,2,2,5,Yes
2022-12-20,3031,2,3,2,Yes
2023-07-06,3032,1,3,2,Yes
2022-08-28,3033,3,3,5,No
2022-10-11,3034,1,4,2,Yes
2023-04-06,3035,2,4,5,Yes
2023-02-25,3036,1,4,2,Yes
2023-01-14,3037,3,4,2,Yes
2022-10-06,3038,5,5,5,No
2023-08-03,3039,4,2,1,Yes
2022-10-23,3040,5,1,4,Yes
2023-05-18,3041,5,5,4,Yes
2023-01-13,3042,4,1,2,No
2023-05-01,3043,5,3,3,Yes
2023-06-07,3044,1,1,3,No
2023-01-12,3045,5,4,1,Yes
2023-03-06,3046,2,5,3,No
2022-11-13,3047,4,2,1,Yes
2023-02-04,3048,2,2,3,No
2022-10-10,3049,5,3,2,No
2022-09-26,3050,1,3,4,Yes
2023-02-09,3051,3,5,5,No
2023-07-22,3052,5,1,3,No
2023-02-03,3053,2,1,3,No
2022-11-14,3054,5,5,2,Yes
2022-09-29,3055,5,1,3,No
2023-04-08,3056,5,5,2,Yes
2023-02-06,3057,1,2,5,Yes
2023-07-04,3058,4,1,1,No
2023-03-28,3059,2,1,3,Yes
2022-09-14,3060,5,2,4,Yes
2023-07-19,3061,5,1,3,Yes
2023-05-20,3062,3,4,1,Yes
2022-10-06,3063,1,5,1,Yes
2022-12-02,3064,2,2,5,No
2022-12-01,3065,3,1,2,No
2022-12-04,3066,5,4,1,No
2022-12-26,3067,3,1,2,Yes
2023-05-12,3068,3,2,1,No
2023-05-14,3069,1,2,3,No
2023-04-15,3070,1,5,4,No
2022-09-19,3071,1,4,2,No
2022-11-01,3072,2,4,1,No
2023-01-03,3073,2,3,5,Yes
2022-10-23,3074,1,3,2,No
2023-07-20,3075,5,3,1,Yes
2022-10-08,3076,2,1,5,No
2023-07-05,3077,2,1,2,No
2023-01-28,3078,1,1,5,Yes
2022-11-12,3079,3,5,3,No
2023-02-05,3080,3,3,5,No
2023-04-20,3081,3,3,1,Yes
2023-07-30,3082,4,3,4,Yes
2023-02-24,3083,4,4,3,Yes
2022-12-06,3084,5,3,3,No
2022-12-10,3085,4,3,5,Yes
2023-07-13,3086,4,2,2,Yes
2022-08-23,3087,4,3,4,No
2022-11-05,3088,5,3,5,Yes
2023-06-08,3089,5,3,5,Yes
2023-01-15,3090,3,2,4,No
2023-02-10,3091,2,2,4,No
2023-04-15,3092,4,4,1,Yes
2022-12-31,3093,3,4,5,No
2023-04-26,3094,2,3,1,No
2023-07-21,3095,5,2,3,Yes
2023-05-05,3096,1,3,2,No
2022-09-08,3097,5,3,4,No
2023-05-23,3098,3,5,4,Yes
2022-09-07,3099,5,4,4,No
2023-04-25,3100,1,5,2,No
2023-06-08,3101,5,4,1,Yes
2023-01-01,3102,1,2,3,No
2023-01-26,3103,2,5,2,No
2022-10-11,3104,5,2,3,Yes
2022-10-31,3105,2,1,2,No
2023-04-29,3106,5,1,2,Yes
2022-12-10,3107,2,1,4,No
2023-07-15,3108,1,4,1,No
2022-10-06,3109,1,2,1,Yes
2022-12-30,3110,1,2,1,Yes
2023-07-27,3111,2,5,2,Yes
2023-02-20,3112,5,2,3,No
2022-10-07,3113,5,2,5,No
2022-08-24,3114,2,2,2,Yes
2023-06-29,3115,1,3,5,No
2023-03-18,3116,2,1,4,Yes
2022-08-30,3117,2,3,1,Yes
2022-10-25,3118,3,2,3,No
2022-12-23,3119,4,5,2,Yes
2023-04-10,3120,1,5,3,No
2023-04-13,3121,4,1,3,No
2023-04-03,3122,1,1,5,No
2023-07-12,3123,5,2,2,Yes
2022-08-13,3124,2,4,2,No
2023-07-08,3125,3,5,4,No
2022-08-19,3126,4,5,1,Yes
2023-04-09,3127,4,5,5,No
2023-04-25,3128,3,5,4,Yes
2023-03-31,3129,4,2,4,Yes
2022-12-28,3130,4,3,3,Yes
2022-08-07,3131,3,2,5,No
2023-06-19,3132,2,2,1,No
2022-09-21,3133,1,5,1,No
2022-11-20,3134,3,2,1,Yes
2022-10-24,3135,1,2,1,Yes
2023-06-21,3136,5,3,5,Yes
2023-03-23,3137,1,2,4,Yes
2023-07-10,3138,5,3,1,No
2022-11-29,3139,3,2,1,Yes
2023-05-07,3140,1,1,1,Yes
2023-02-16,3141,3,1,4,Yes
2022-08-10,3142,4,5,1,Yes
2023-07-31,3143,1,4,1,Yes
2022-12-18,3144,3,4,3,Yes
2023-06-13,3145,1,2,1,No
2022-09-05,3146,5,1,1,Yes
2023-07-24,3147,2,2,5,Yes
2023-06-24,3148,4,5,1,No
2023-03-31,3149,2,1,4,Yes
2022-08-29,3150,3,2,2,Yes
2023-02-24,3151,3,3,1,Yes
2023-04-28,3152,1,3,1,No
2022-11-04,3153,1,5,3,No
2023-06-03,3154,1,3,5,Yes
2022-08-18,3155,2,5,4,No
2023-01-27,3156,4,2,2,No
2023-04-11,3157,4,1,3,No
2023-02-02,3158,1,1,3,No
2023-04-23,3159,1,1,2,No
2022-08-20,3160,5,5,3,Yes
2023-07-15,3161,1,5,4,No
2023-03-20,3162,4,4,2,No
2023-03-19,3163,2,4,5,Yes
2022-10-02,3164,4,2,3,No
2023-06-17,3165,1,5,5,No
2023-01-26,3166,2,4,1,No
2023-02-27,3167,5,2,1,Yes
2023-08-05,3168,5,2,2,No
2023-04-27,3169,3,2,3,No
2022-11-28,3170,1,3,2,Yes
2023-01-08,3171,4,1,5,No
2022-09-02,3172,2,3,1,Yes
2023-07-13,3173,5,4,3,No
2023-01-02,3174,1,5,5,Yes
2023-02-03,3175,5,4,1,No
2023-02-09,3176,5,3,5,No
2023-04-20,3177,3,4,2,No
2022-10-07,3178,5,2,1,Yes
2023-05-27,3179,5,2,1,No
2023-01-30,3180,2,1,1,No
2023-04-05,3181,5,4,1,No
2022-08-15,3182,3,3,4,No
2023-05-06,3183,1,1,4,Yes
2023-07-03,3184,3,1,4,Yes
2022-08-20,3185,5,4,5,Yes
2023-06-12,3186,5,2,3,No
2023-01-02,3187,4,2,2,Yes
2023-07-23,3188,5,2,4,Yes
2023-02-17,3189,4,3,4,No
