Date,EmpID,ProgramKey,TrainingType,Outcome,Days,Cost,InEmployment
2023-04-01,1973,1,External,Failed,1,596.48,Yes
2022-10-08,1974,4,Internal,Incomplete,2,677.45,Yes
2023-03-12,1975,2,Internal,Failed,5,664.61,Yes
2022-11-16,1976,1,External,Completed,5,405.13,Yes
2023-05-26,1977,3,Internal,Incomplete,5,781.27,Yes
2023-01-18,1978,3,Internal,Failed,5,983.61,Yes
2023-05-19,1979,1,Internal,Failed,1,656.46,No
2023-03-25,1980,4,External,Failed,1,446.07,Yes
2022-08-10,1981,3,Internal,Passed,1,676.42,Yes
2023-01-29,1982,3,Internal,Passed,5,861.83,Yes
2022-12-28,1983,2,Internal,Failed,5,769.23,No
2022-08-18,1984,3,Internal,Failed,4,983.02,Yes
2022-09-28,1985,1,Internal,Incomplete,3,474.95,No
2023-02-21,1986,1,Internal,Failed,3,800.81,Yes
2023-06-27,1987,1,Internal,Failed,2,844.93,Yes
2023-05-18,1988,4,External,Completed,4,903.8,No
2022-12-04,1989,3,External,Incomplete,4,329.3,Yes
2022-09-18,1990,3,Internal,Incomplete,1,332.51,No
2023-01-24,1991,5,External,Failed,2,643.63,Yes
2022-09-11,1992,1,Internal,Failed,2,827.05,No
2023-05-02,1993,2,External,Failed,3,995.42,No
2023-04-20,1994,5,External,Passed,4,360.61,No
2022-08-23,1995,1,External,Passed,3,658.54,No
2022-12-16,1996,1,Internal,Failed,5,250.11,No
2023-04-29,1997,4,Internal,Failed,4,819.65,No
2022-12-01,1998,5,Internal,Completed,2,186.77,Yes
2023-05-08,1999,5,External,Passed,4,633.67,No
2023-03-20,2000,5,Internal,Incomplete,3,236.34,No
2023-05-04,2001,3,Internal,Incomplete,4,504.62,No
2022-10-26,2002,4,External,Incomplete,1,217.86,Yes
2022-12-12,2003,5,External,Completed,4,148.97,No
2023-02-27,2004,3,Internal,Completed,1,628.83,Yes
2023-04-22,2005,3,Internal,Completed,2,458.78,No
2022-12-22,2006,1,External,Completed,2,892.65,Yes
2023-02-28,2007,1,External,Passed,1,211.17,Yes
2022-10-24,2008,4,External,Passed,2,478.95,No
2023-01-20,2009,2,Internal,Incomplete,1,319.94,Yes
2022-08-22,2010,1,Internal,Passed,2,601.66,No
2023-04-30,2011,3,Internal,Completed,1,999.96,No
2022-09-18,2012,1,External,Incomplete,2,138.67,No
2023-02-21,2013,3,External,Failed,2,962.76,No
2023-03-02,2014,5,External,Incomplete,4,106.88,Yes
2022-09-30,2015,3,Internal,Passed,1,561.89,No
2022-09-13,2016,5,Internal,Incomplete,5,775.52,Yes
2022-12-03,2017,1,External,Incomplete,4,397.01,Yes
2022-08-21,2018,2,External,Incomplete,5,739.74,Yes
2022-10-06,2019,5,External,Completed,2,789.2,Yes
2022-08-18,2020,3,Internal,Failed,3,428.51,No
2023-04-29,2021,4,External,Incomplete,4,646.72,Yes
2022-10-09,2022,3,External,Incomplete,3,742.84,Yes
2022-11-25,2023,1,External,Incomplete,2,894.92,No
2023-06-11,2024,1,External,Failed,1,222.56,No
2023-01-17,2025,5,Internal,Passed,2,699.76,Yes
2022-08-08,2026,4,External,Incomplete,3,124.93,No
2022-08-08,2027,5,External,Incomplete,5,664.12,Yes
2023-02-18,2028,4,External,Passed,2,862.82,No
2022-11-14,2029,4,External,Passed,1,813.01,Yes
2023-07-28,2030,1,External,Incomplete,4,349.75,No
2023-07-25,2031,5,External,Failed,1,244.5,No
2022-11-21,2032,2,Internal,Completed,3,873.52,Yes
2023-03-11,2033,3,External,Passed,1,358.65,Yes
2023-01-20,2034,5,Internal,Passed,1,632.33,Yes
2023-02-17,2035,2,External,Failed,2,565.81,No
2022-09-24,2036,1,Internal,Completed,3,849.04,Yes
2023-07-16,2037,3,Internal,Failed,1,519.43,No
2022-08-13,2038,5,Internal,Passed,2,694.03,Yes
2023-05-24,2039,2,External,Incomplete,1,738.69,Yes
2023-04-22,2040,1,Internal,Passed,5,753.51,Yes
2022-09-25,2041,5,External,Completed,5,970.6,Yes
2023-02-14,2042,2,External,Passed,1,651.4,Yes
2022-10-08,2043,4,Internal,Passed,5,809.68,Yes
2023-08-05,2044,2,External,Passed,5,570.91,Yes
2023-05-04,2045,2,Internal,Incomplete,1,852.72,Yes
2022-12-25,2046,5,Internal,Incomplete,1,787.98,Yes
2022-08-15,2047,5,Internal,Failed,1,942.72,No
2022-11-02,2048,2,External,Failed,2,626.4,Yes
2023-03-28,2049,4,Internal,Failed,4,765.68,Yes
2022-12-13,2050,1,Internal,Completed,3,904.54,Yes
2023-03-17,2051,4,Internal,Incomplete,2,761.28,Yes
2022-11-06,2052,4,Internal,Completed,4,507.49,Yes
2023-05-13,2053,3,Internal,Incomplete,5,862.9,Yes
2023-06-06,2054,3,Internal,Incomplete,4,528.18,No
2022-11-08,2055,5,External,Passed,2,805.7,Yes
2023-02-02,2056,5,External,Failed,1,190.55,No
2023-01-01,2057,2,Internal,Failed,3,605.36,Yes
2022-12-31,2058,2,Internal,Passed,1,338.16,No
2023-05-06,2059,2,External,Completed,3,969.03,No
2023-07-23,2060,4,External,Failed,3,442.39,Yes
2023-03-15,2061,5,External,Incomplete,1,952.69,Yes
2023-05-20,2062,4,External,Passed,1,842.36,Yes
2023-01-01,2063,5,External,Failed,5,333.78,Yes
2022-09-10,2064,5,Internal,Passed,2,343.22,No
2023-05-15,2065,3,Internal,Failed,1,283.86,Yes
2022-09-03,2066,2,Internal,Passed,5,107.29,No
2023-05-10,2067,3,External,Failed,4,320.87,Yes
2023-02-03,2068,3,Internal,Incomplete,3,670.68,Yes
2023-05-10,2069,1,External,Incomplete,3,685.62,Yes
2023-04-12,2070,5,Internal,Completed,5,842.88,Yes
2023-02-09,2071,5,Internal,Incomplete,5,735.7,Yes
2023-06-17,2072,2,Internal,Passed,5,974.31,No
2023-08-03,2073,4,Internal,Incomplete,3,760.53,Yes
2022-09-20,2074,4,Internal,Passed,5,640.97,Yes
2022-10-27,2075,2,External,Incomplete,5,807.49,Yes
2022-11-08,2076,1,Internal,Completed,3,350.22,Yes
2023-04-07,2077,1,Internal,Completed,4,447.67,No
2022-08-07,2078,1,Internal,Incomplete,5,737.61,No
2023-01-15,2079,3,External,Completed,4,444.96,Yes
2023-06-09,2080,4,External,Failed,1,605.05,No
2023-05-14,2081,2,External,Failed,4,744.4,Yes
2022-08-09,2082,2,External,Incomplete,1,230.77,Yes
2022-12-21,2083,4,External,Incomplete,5,569.44,Yes
2023-02-02,2084,4,External,Passed,1,677.67,Yes
2023-03-29,2085,4,External,Incomplete,1,963.42,No
2023-04-03,2086,1,External,Completed,3,488.66,No
2023-04-02,2087,3,Internal,Completed,3,450.94,No
2023-02-09,2088,1,External,Completed,3,407.99,Yes
2023-01-04,2089,1,Internal,Completed,2,423.31,No
2022-10-23,2090,3,Internal,Incomplete,1,189.64,No
2023-07-20,2091,3,Internal,Incomplete,3,102.77,Yes
2023-03-13,2092,1,External,Completed,5,246.13,Yes
2023-04-23,2093,3,External,Failed,5,628.62,No
2023-03-11,2094,3,Internal,Passed,4,739.32,No
2022-11-14,2095,3,Internal,Passed,3,773.16,No
2023-04-25,2096,1,External,Completed,3,838.65,No
2022-11-26,2097,5,External,Incomplete,3,426.55,No
2022-09-25,2098,4,External,Incomplete,2,254.35,Yes
2023-02-28,2099,2,External,Completed,2,829.08,Yes
2023-04-29,2100,1,External,Incomplete,2,710.31,Yes
2023-06-29,2101,3,External,Completed,1,751.81,No
2023-05-04,2102,1,Internal,Passed,1,598.51,Yes
2022-09-06,2103,5,Internal,Incomplete,3,958.29,Yes
2022-10-14,2104,5,External,Completed,5,200.34,Yes
2022-11-10,2105,5,External,Completed,3,365.03,Yes
2023-07-15,2106,2,Internal,Passed,4,782.43,No
2023-03-05,2107,1,External,Passed,1,668.91,No
2022-09-05,2108,2,Internal,Completed,5,804.37,Yes
2023-04-18,2109,4,External,Failed,3,869.94,Yes
2022-12-30,2110,1,Internal,Passed,4,399.55,Yes
2022-11-17,2111,2,Internal,Passed,4,470.24,No
2022-09-17,2112,2,External,Failed,2,157.04,No
2022-08-18,2113,4,Internal,Passed,2,394.54,Yes
2023-02-26,2114,1,External,Completed,2,326.98,Yes
2022-09-24,2115,3,Internal,Incomplete,5,752.82,Yes
2022-08-26,2116,3,Internal,Completed,2,990.89,Yes
2023-05-27,2117,2,External,Incomplete,4,531.69,Yes
2023-04-21,2118,3,Internal,Completed,3,384.28,Yes
2023-07-15,2119,5,External,Passed,5,803.08,Yes
2023-05-22,2120,4,External,Incomplete,1,131.78,Yes
2022-12-31,2121,4,Internal,Passed,2,459.39,Yes
2023-01-02,2122,5,External,Passed,1,949.46,No
2022-09-23,2123,4,External,Failed,4,169.71,Yes
2023-04-26,2124,3,Internal,Completed,2,238.23,Yes
2022-08-19,2125,1,External,Incomplete,2,486.63,Yes
2023-01-24,2126,1,External,Failed,2,692.5,No
2023-04-03,2127,3,Internal,Passed,5,119.71,Yes
2022-12-22,2128,4,External,Passed,2,168.47,No
2023-03-03,2129,1,External,Incomplete,4,951.82,Yes
2022-11-21,2130,4,Internal,Completed,4,444.22,No
2023-01-21,2131,4,Internal,Passed,5,591.83,No
2022-09-15,2132,1,Internal,Passed,5,936.77,Yes
2023-03-16,2133,5,External,Passed,4,797.13,Yes
2022-10-20,2134,5,Internal,Completed,1,420.72,Yes
2022-11-21,2135,5,Internal,Completed,5,218.13,Yes
2022-11-28,2136,1,Internal,Incomplete,1,659.25,No
2023-04-01,2137,5,External,Completed,1,187.31,No
2022-08-17,2138,4,Internal,Completed,3,282.21,Yes
2023-05-21,2139,5,Internal,Passed,2,935.49,Yes
2023-04-27,2140,4,External,Completed,3,264.84,Yes
2023-06-07,2141,2,Internal,Completed,1,619.72,No
2023-01-11,2142,3,Internal,Failed,3,248.83,No
2022-08-11,2143,1,Internal,Incomplete,2,322.33,Yes
2023-01-26,2144,1,Internal,Completed,4,474.09,Yes
2022-12-05,2145,4,External,Failed,4,251.83,Yes
2023-03-09,2146,3,External,Completed,1,386.89,Yes
2023-01-25,2147,5,External,Passed,3,535.19,No
2023-04-16,2148,1,Internal,Passed,1,409.66,Yes
2023-05-08,2149,5,Internal,Failed,2,747.63,Yes
2023-08-03,2150,4,External,Incomplete,3,794.12,No
2023-03-10,2151,3,External,Failed,3,845.94,Yes
2022-10-15,2152,1,External,Completed,4,606.89,Yes
2023-02-24,2153,2,Internal,Completed,2,190.07,Yes
2023-03-11,2154,4,External,Failed,4,795.38,Yes
2023-03-21,2155,2,Internal,Passed,1,972.82,No
2023-01-19,2156,2,Internal,Failed,2,763.44,No
2022-10-02,2157,3,Internal,Incomplete,1,152.69,No
2023-04-06,2158,1,External,Failed,1,989.3,Yes
2023-01-24,2159,2,External,Completed,3,833.52,No
2023-06-16,2160,2,Internal,Completed,5,329.65,No
2022-09-29,2161,1,Internal,Completed,1,443.04,Yes
2023-06-03,2162,4,External,Incomplete,5,136.81,Yes
2023-01-19,2163,1,Internal,Failed,3,665.2,Yes
2023-06-11,2164,5,Internal,Incomplete,2,978.55,Yes
2023-07-23,2165,4,External,Failed,4,652.57,No
2022-10-02,2166,5,External,Passed,2,953.59,Yes
2023-03-28,2167,3,External,Completed,5,163.17,No
2023-08-01,2168,2,Internal,Incomplete,2,851.51,Yes
2023-03-17,2169,2,External,Failed,1,200.13,No
2023-03-14,2170,3,External,Completed,2,347.4,Yes
2023-06-19,2171,1,External,Passed,3,243.07,No
2023-06-23,2172,4,External,Incomplete,2,198.08,Yes
2023-04-18,2173,5,External,Completed,5,372.55,No
2022-11-13,2174,5,External,Incomplete,2,446.22,Yes
2023-02-22,2175,1,External,Completed,2,512.6,No
2023-04-19,2176,1,External,Completed,5,357.52,Yes
2023-07-07,2177,2,External,Passed,4,616.66,Yes
2023-05-08,2178,1,Internal,Completed,5,368.55,Yes
2022-09-08,2179,3,External,Passed,4,937.57,No
2023-02-05,2180,5,External,Incomplete,4,706.08,Yes
2023-06-28,2181,1,Internal,Incomplete,2,542.94,No
2023-07-22,2182,1,External,Completed,2,105.18,Yes
2023-04-23,2183,1,External,Completed,3,287.3,Yes
2022-09-25,2184,1,External,Failed,3,661.36,Yes
2023-08-01,2185,2,Internal,Incomplete,5,220.95,No
2022-09-21,2186,3,External,Failed,5,747.61,No
2023-06-07,2187,1,Internal,Completed,1,575.77,Yes
2023-06-17,2188,3,Internal,Incomplete,2,754.8,Yes
2022-11-28,2189,2,External,Passed,2,585.65,Yes
2023-04-29,2190,5,Internal,Completed,2,623.98,Yes
2023-05-13,2191,1,Internal,Failed,3,774.02,No
2022-10-02,2192,3,External,Completed,4,866.14,Yes
2023-07-16,2193,5,External,Incomplete,2,704.42,No
2023-03-08,2194,2,External,Incomplete,5,164.41,Yes
2023-05-08,2195,4,External,Failed,3,559.87,No
2022-12-10,2196,5,External,Completed,2,572.11,Yes
2023-03-17,2197,5,External,Passed,2,724.83,No
2022-08-14,2198,3,Internal,Failed,5,198.35,No
2023-06-19,2199,4,External,Passed,3,142.7,Yes
2023-03-29,2200,4,External,Incomplete,2,910.99,Yes
2023-03-15,2201,3,Internal,Completed,4,863.83,Yes
2022-09-08,2202,2,Internal,Completed,4,606.57,Yes
2022-12-14,2203,5,External,Incomplete,2,333.27,No
2022-11-27,2204,2,Internal,Passed,3,284.05,No
2023-06-23,2205,3,Internal,Incomplete,1,271.69,Yes
2022-09-16,2206,5,Internal,Completed,3,274.22,No
2023-06-26,2207,4,External,Incomplete,1,448.93,Yes
2022-09-02,2208,5,Internal,Incomplete,3,907.13,Yes
2022-11-02,2209,5,External,Completed,3,545.69,Yes
2023-07-17,2210,5,Internal,Completed,5,220.14,No
2022-11-21,2211,3,External,Completed,3,906.62,Yes
2023-07-19,2212,5,Internal,Incomplete,1,160.81,No
2023-04-09,2213,5,Internal,Passed,1,196.03,Yes
2023-03-16,2214,3,Internal,Passed,4,973.62,No
2022-09-30,2215,2,External,Failed,3,227.0,Yes
2022-12-25,2216,2,External,Incomplete,4,587.29,Yes
2023-03-23,2217,1,External,Failed,1,315.39,No
2022-12-27,2218,5,Internal,Incomplete,5,222.99,No
2023-01-03,2219,5,External,Failed,5,401.35,Yes
2023-06-02,2220,3,External,Completed,4,938.01,Yes
2022-08-07,2221,5,Internal,Incomplete,1,737.04,Yes
2023-06-04,2222,4,External,Failed,3,303.01,No
2023-04-07,2223,1,External,Completed,2,905.55,Yes
2022-09-23,2224,2,Internal,Failed,2,914.52,Yes
2022-12-09,2225,4,External,Passed,3,789.98,No
2022-09-10,2226,4,Internal,Completed,3,125.06,No
2023-04-28,2227,4,Internal,Passed,2,894.09,Yes
2023-02-21,2228,5,External,Passed,3,713.03,No
2023-01-28,2229,1,Internal,Incomplete,5,897.51,Yes
2023-08-03,2230,4,External,Passed,3,634.34,Yes
2023-04-20,2231,5,Internal,Failed,3,352.54,Yes
2023-03-23,2232,2,External,Completed,4,128.25,Yes
2023-06-13,2233,2,Internal,Passed,1,893.71,Yes
2023-02-04,2234,1,External,Completed,3,693.52,No
2023-03-09,2235,2,Internal,Failed,1,162.62,Yes
2023-07-13,2236,2,External,Passed,2,144.74,No
2023-05-10,2237,3,External,Completed,3,240.77,No
2023-04-14,2238,1,External,Completed,5,905.56,No
2023-04-11,2239,5,Internal,Passed,4,273.84,No
2023-03-17,2240,1,Internal,Incomplete,4,980.41,Yes
2023-01-26,2241,1,External,Failed,5,834.95,Yes
2022-12-17,2242,4,External,Failed,1,627.11,No
2022-12-30,2243,3,External,Passed,4,242.22,No
2022-12-14,2244,3,Internal,Passed,2,804.01,Yes
2023-04-04,2245,4,Internal,Incomplete,1,968.2,No
2023-02-10,2246,4,Internal,Completed,2,364.36,No
2023-04-19,2247,1,External,Incomplete,3,803.16,Yes
2023-03-29,2248,3,External,Incomplete,2,571.12,Yes
2023-07-06,2249,2,External,Failed,2,705.36,No
2023-04-08,2250,1,Internal,Failed,5,565.78,No
2022-11-19,2251,5,External,Incomplete,5,593.14,Yes
2022-12-10,2252,1,Internal,Completed,1,648.23,Yes
2023-01-07,2253,1,External,Incomplete,1,426.97,Yes
2022-11-20,2254,4,Internal,Failed,4,267.76,Yes
2023-02-05,2255,2,Internal,Completed,1,357.69,No
2023-01-13,2256,3,Internal,Completed,1,312.42,Yes
2023-03-25,2257,2,External,Incomplete,2,456.3,No
2023-07-03,2258,5,Internal,Failed,2,675.95,Yes
2023-05-03,2259,1,External,Failed,3,754.61,Yes
2022-08-23,2260,2,Internal,Incomplete,2,377.64,No
2023-06-04,2261,4,External,Failed,3,647.41,Yes
2023-05-29,2262,1,External,Incomplete,3,122.43,Yes
2022-10-05,2263,4,Internal,Incomplete,5,662.94,Yes
2023-05-06,2264,1,External,Failed,3,465.3,No
2022-11-23,2265,2,Internal,Failed,4,680.88,Yes
2022-10-23,2266,3,External,Completed,5,898.01,No
2022-11-11,2267,5,Internal,Passed,1,518.79,No
2022-11-26,2268,1,Internal,Failed,2,677.84,No
2022-12-09,2269,5,Internal,Incomplete,1,109.33,No
2023-05-11,2270,5,Internal,Passed,2,781.35,No
2023-02-02,2271,2,Internal,Failed,4,632.57,Yes
2023-04-15,2272,1,Internal,Passed,5,233.42,No
2023-04-01,2273,3,External,Passed,4,301.15,No
2023-06-03,2274,2,External,Failed,2,255.54,Yes
2023-03-05,2275,5,External,Incomplete,5,138.4,Yes
2023-05-17,2276,2,External,Completed,3,851.87,No
2022-12-22,2277,1,Internal,Completed,3,592.23,Yes
2023-03-05,2278,3,External,Completed,4,544.43,Yes
2023-03-23,2279,5,External,Passed,4,230.57,Yes
2023-04-05,2280,2,External,Passed,3,493.98,Yes
2022-11-29,2281,5,Internal,Failed,4,761.7,Yes
2022-10-20,2282,3,External,Incomplete,5,454.55,Yes
2023-04-23,2283,3,External,Failed,1,183.88,No
2023-07-09,2284,5,External,Passed,3,839.16,Yes
2022-12-02,2285,2,Internal,Completed,4,679.57,Yes
2022-09-27,2286,4,External,Failed,5,107.64,No
2023-03-29,2287,1,Internal,Passed,4,560.64,Yes
2022-09-25,2288,1,Internal,Failed,2,187.85,No
2023-06-14,2289,5,External,Completed,3,353.58,Yes
2023-04-23,2290,1,Internal,Failed,4,575.55,Yes
2023-07-01,2291,4,Internal,Incomplete,5,973.53,Yes
2023-03-11,2292,1,External,Completed,3,894.38,Yes
2023-04-17,2293,4,Internal,Failed,1,510.67,No
2023-04-09,2294,1,External,Failed,1,261.17,Yes
2022-11-12,2295,1,Internal,Passed,5,448.38,Yes
2022-11-09,2296,5,Internal,Passed,4,808.77,Yes
2022-12-28,2297,3,Internal,Completed,5,691.71,No
2023-03-02,2298,1,External,Failed,1,145.08,No
2023-04-13,2299,2,External,Failed,4,922.03,Yes
2022-09-27,2300,2,External,Completed,2,668.1,Yes
2023-02-27,2301,5,Internal,Incomplete,4,475.03,No
2023-03-11,2302,4,Internal,Passed,2,173.45,No
2023-01-13,2303,2,External,Passed,2,813.39,Yes
2022-10-19,2304,2,Internal,Passed,5,759.9,Yes
2023-04-24,2305,1,External,Incomplete,2,933.39,No
2023-02-28,2306,1,External,Failed,2,217.33,Yes
2023-05-21,2307,2,Internal,Passed,2,856.15,Yes
2022-09-08,2308,1,Internal,Completed,4,751.86,Yes
2023-07-20,2309,1,Internal,Incomplete,1,309.24,Yes
2022-12-27,2310,3,Internal,Incomplete,4,581.95,Yes
2023-04-04,2311,3,External,Passed,5,616.43,No
2023-01-06,2312,3,Internal,Completed,3,623.75,Yes
2023-02-04,2313,4,External,Passed,1,802.99,Yes
2022-11-18,2314,1,External,Failed,1,725.98,Yes
2022-12-05,2315,2,External,Incomplete,1,252.59,Yes
2023-05-23,2316,1,Internal,Failed,1,731.84,Yes
2023-02-09,2317,2,External,Failed,1,787.01,Yes
2023-06-22,2318,1,External,Incomplete,2,303.8,Yes
2022-12-21,2319,2,Internal,Passed,3,832.15,No
2023-07-25,2320,1,External,Incomplete,5,509.71,No
2022-09-06,2321,1,Internal,Incomplete,3,781.95,No
2023-03-04,2322,1,Internal,Completed,3,178.4,Yes
2022-12-30,2323,4,External,Incomplete,3,964.4,No
2023-04-29,2324,1,External,Incomplete,1,299.75,No
2023-01-04,2325,4,Internal,Completed,2,745.68,Yes
2023-01-06,2326,2,External,Completed,5,263.21,Yes
2022-10-20,2327,2,External,Incomplete,1,802.98,Yes
2023-03-01,2328,1,Internal,Passed,3,960.9,Yes
2023-01-21,2329,3,External,Incomplete,2,209.86,No
2023-03-21,2330,2,Internal,Passed,2,942.81,Yes
2023-01-16,2331,5,Internal,Failed,3,108.2,No
2022-11-29,2332,1,Internal,Completed,3,144.68,No
2023-04-01,2333,5,Internal,Failed,4,769.76,Yes
2023-03-21,2334,4,Internal,Failed,5,860.16,No
2022-09-01,2335,1,Internal,Completed,4,957.24,Yes
2023-02-06,2336,1,External,Completed,3,301.03,Yes
2023-07-15,2337,4,Internal,Incomplete,2,366.82,Yes
2023-06-18,2338,2,External,Completed,2,819.8,No
2022-12-02,2339,3,Internal,Failed,5,369.94,No
2023-05-05,2340,4,External,Failed,1,811.91,Yes
2023-04-06,2341,1,Internal,Failed,2,121.05,Yes
2023-05-30,2342,1,Internal,Completed,1,704.53,Yes
2023-05-31,2343,2,Internal,Completed,5,959.22,Yes
2023-03-13,2344,5,External,Completed,2,967.05,No
2022-10-09,2345,4,External,Incomplete,3,379.57,Yes
2022-10-02,2346,2,External,Completed,3,811.14,No
2022-12-14,2347,1,Internal,Passed,1,780.53,Yes
2023-04-13,2348,5,Internal,Passed,1,927.52,Yes
2023-04-22,2349,1,Internal,Completed,2,317.31,No
2023-03-09,2350,3,Internal,Failed,3,858.34,Yes
2023-03-11,2351,1,Internal,Incomplete,4,173.96,No
2022-09-11,2352,1,External,Completed,4,889.07,No
2023-07-18,2353,5,Internal,Failed,3,198.56,Yes
2023-06-13,2354,1,External,Completed,5,572.14,No
2023-07-16,2355,2,External,Failed,3,945.93,No
2023-05-25,2356,5,External,Passed,4,668.66,No
2023-05-17,2357,3,Internal,Failed,3,483.49,Yes
2023-04-14,2358,4,External,Incomplete,3,164.22,No
2023-05-30,2359,5,External,Failed,3,850.73,No
2022-10-13,2360,4,Internal,Passed,1,400.62,Yes
2022-09-08,2361,2,External,Failed,4,148.29,No
2023-02-06,2362,4,Internal,Incomplete,3,543.65,No
2023-02-04,2363,1,External,Incomplete,3,282.26,No
2022-12-04,2364,4,External,Completed,3,123.81,Yes
2022-08-11,2365,1,External,Passed,5,355.8,Yes
2022-08-16,2366,4,Internal,Incomplete,3,184.59,No
2023-04-27,2367,4,Internal,Completed,3,249.77,No
2023-03-30,2368,5,External,Completed,4,285.54,No
2023-07-26,2369,3,External,Failed,5,711.15,No
2023-06-07,2370,3,External,Incomplete,3,644.97,No
2023-04-19,2371,2,Internal,Passed,4,133.56,Yes
2023-01-27,2372,3,Internal,Completed,2,784.93,No
2023-02-16,2373,4,External,Completed,4,801.63,No
2023-05-01,2374,2,External,Incomplete,2,650.48,No
2022-11-20,2375,4,External,Failed,5,770.33,Yes
2023-04-26,2376,1,Internal,Completed,5,755.69,Yes
2022-12-25,2377,3,External,Failed,1,921.26,Yes
2023-04-07,2378,3,Internal,Passed,3,751.79,Yes
2022-08-24,2379,1,External,Completed,4,146.18,No
2022-11-03,2380,2,Internal,Completed,5,910.96,No
2023-01-27,2381,5,External,Passed,1,404.78,Yes
2023-08-01,2382,4,Internal,Completed,1,751.78,No
2022-08-09,2383,2,External,Incomplete,1,374.73,Yes
2022-10-03,2384,1,Internal,Failed,3,166.1,Yes
2023-03-31,2385,5,Internal,Incomplete,1,574.91,Yes
2022-09-28,2386,2,External,Failed,3,390.96,Yes
2023-03-05,2387,1,Internal,Failed,2,459.27,No
2023-06-30,2388,4,Internal,Completed,4,949.32,Yes
2023-07-28,2389,5,Internal,Completed,1,718.39,No
2023-07-19,2390,2,External,Completed,5,923.06,No
2022-12-10,2391,5,External,Failed,3,363.35,No
2022-12-17,2392,2,External,Failed,5,652.9,Yes
2023-02-27,2393,4,External,Completed,5,803.82,No
2022-09-22,2394,2,Internal,Completed,1,661.88,Yes
2023-03-29,2395,2,External,Completed,5,337.08,Yes
2022-11-22,2396,4,External,Completed,5,887.46,No
2022-11-10,2397,4,External,Completed,5,514.94,No
2022-12-13,2398,5,External,Incomplete,3,304.35,No
2023-03-15,2399,2,External,Passed,1,329.83,No
2023-07-23,2400,1,External,Completed,4,872.57,Yes
2022-11-01,2401,2,Internal,Failed,4,935.2,No
2023-02-18,2402,1,External,Failed,1,478.73,No
2022-08-25,2403,5,External,Failed,5,766.04,No
2023-04-21,2404,4,External,Failed,3,561.63,No
2023-03-19,2405,5,External,Completed,1,722.5,No
2023-05-19,2406,1,Internal,Failed,1,100.04,Yes
2022-11-15,2407,4,Internal,Completed,2,545.35,Yes
2022-09-04,2408,4,Internal,Failed,1,968.87,Yes
2023-04-07,2409,2,External,Passed,1,949.78,Yes
2022-09-24,2410,5,External,Failed,3,341.65,No
2023-02-27,2411,4,External,Failed,4,798.7,Yes
2023-01-21,2412,4,Internal,Passed,5,859.0,Yes
2022-09-01,2413,1,External,Failed,1,193.51,Yes
2022-09-01,2414,5,External,Failed,5,506.08,Yes
2022-08-18,2415,2,Internal,Failed,4,938.18,Yes
2023-05-06,2416,1,Internal,Failed,2,344.8,Yes
2022-10-31,2417,1,External,Passed,4,587.29,Yes
2023-01-27,2418,5,External,Failed,5,966.19,Yes
2023-07-05,2419,4,External,Completed,4,433.85,Yes
2023-01-29,2420,4,Internal,Passed,3,684.64,Yes
2023-07-08,2421,2,Internal,Completed,3,442.48,Yes
2022-08-29,2422,3,External,Failed,1,400.73,No
2023-06-15,2423,5,Internal,Failed,5,523.75,Yes
2022-10-18,2424,2,Internal,Failed,1,292.85,No
2023-04-23,2425,5,External,Failed,3,136.76,Yes
2022-11-21,2426,3,External,Incomplete,4,107.48,Yes
2023-01-27,2427,1,Internal,Passed,2,528.76,No
2023-07-13,2428,2,External,Passed,4,549.8,No
2022-12-09,2429,1,External,Completed,5,308.1,No
2023-05-26,2430,5,External,Passed,2,622.08,No
2023-03-17,2431,2,External,Incomplete,3,730.23,Yes
2022-08-17,2432,2,External,Failed,1,353.71,No
2023-04-20,2433,5,Internal,Completed,4,580.82,No
2022-09-06,2434,3,External,Failed,4,810.59,No
2023-03-26,2435,1,Internal,Incomplete,5,150.58,No
2023-05-09,2436,4,External,Failed,5,985.02,No
2023-05-02,2437,2,External,Completed,2,669.99,No
2022-11-14,2438,2,External,Failed,1,101.26,Yes
2022-10-29,2439,4,External,Failed,4,816.24,Yes
2022-11-24,2440,1,Internal,Failed,4,809.02,Yes
2022-10-17,2441,4,External,Passed,5,559.08,Yes
2023-01-18,2442,1,Internal,Failed,2,688.8,No
2022-12-30,2443,4,External,Completed,5,300.21,Yes
2022-11-03,2444,4,External,Completed,1,851.57,No
2023-05-11,2445,3,External,Failed,1,833.89,Yes
2023-06-19,2446,1,External,Passed,1,129.32,No
2022-08-21,2447,5,Internal,Completed,1,505.6,No
2022-09-29,2448,2,Internal,Passed,5,633.54,No
2023-01-18,2449,4,External,Passed,4,485.29,No
2023-01-18,2450,4,Internal,Completed,5,302.62,No
2023-07-31,2451,1,External,Incomplete,1,510.72,Yes
2023-06-29,2452,1,Internal,Incomplete,3,241.25,Yes
2022-11-28,2453,5,External,Incomplete,3,285.55,No
2022-10-06,2454,3,Internal,Completed,1,524.51,Yes
2023-06-08,2455,2,External,Completed,4,218.61,Yes
2022-08-22,2456,2,External,Failed,2,263.3,Yes
2023-05-19,2457,5,Internal,Incomplete,5,423.81,Yes
2023-05-20,2458,2,Internal,Failed,5,912.62,No
2022-11-27,2459,4,External,Failed,4,973.11,No
2022-11-25,2460,1,External,Passed,5,637.58,Yes
